text,rate
"









  
  
    
  These pencils are fine, but they do not sharpen correctly. Most of the time, once sharpened, the graphite just falls out. I wouldn't recommend these for classroom use. As an elementary school teacher, I have wasted a lot of time resharpening pencils until the graphite stays put.

  
",2.0 out of 5 stars
"









  
  
    
  I won’t use them since they’re for my kids but they don’t particularly care so I’d say they’re good. Price is good for the amount you get. I expect the kids will burn through these pretty quick so cheaper is better.

  
",5.0 out of 5 stars
"









  
  
    
  These are great quality pencils.  It is easy to read what I write with them AND they are pre-sharpened, a nice treat for my grandchildren.

  
",5.0 out of 5 stars
"









  
  
    
  Electric Sharper Ate Them Up To Stubs! Bought better pencils that were worthy of sharpening!! No Problem.

  
",1.0 out of 5 stars
"









  
  
    
  Any teacher that gets presharpened pencils will love you! It saves us so much time! I bought some for my own classroom and my son's class. His teacher was grateful.

  
",5.0 out of 5 stars
"









  
  
    
  Unfortunately the quality could be better. I teach middle school and as soon as I get pencils I’m practically out (kids walk out with them).These are great for me because I just need a sharp #2 for 40 minutes. The lead in these is already broken. You shake the pencil and you can hear and feel the broken lead inside. Shame. The outside is pretty, but they are a monster to sharpen (lead constantly breaks).

  
",3.0 out of 5 stars
"









  
  
    
  I love presharpened pencils- they make any teacher’s life easier. They are pencils, sharpen normally and have had no problems.

  
",5.0 out of 5 stars
"









  
  
    
  One of the best items on Amazon for teachers. I bought both my mom and brother a set of these because they are both teachers. They have both said that they have been lifesavers.

  
",5.0 out of 5 stars
"









  
  
    
  This product is very good. My kid like to use very much!  The value for the money is very cheaper than other product! I am very recommend

  
",5.0 out of 5 stars
"









  
  
    
  I don’t normally write reviews but being a broke teacher these things irritate me. I bought these pencils for my classroom. Thought it was a great deal. However most of the pencils we’ve had to throw away after only maybe sharpening one more time because they end up looking like this one. Very frustrating because we should be able to sharpen them many more times before having to throw away.

  
",2.0 out of 5 stars
"









  
  
    
  Always great for a teacher who goes through thousands of pencils a day with her students!

  
",5.0 out of 5 stars
"









  
  
    
  I buy these every year to give to our children's school teachers! Teachers need to stick up on pencils and these are perfect for them and they don't cost a lot of money!

  
",5.0 out of 5 stars
"









  
  
    
  Best thing EVER!! With 3 kids in school and they needing at least 2 dozen (1 needed 4 dozen) pencils that here’s the key all need to be sharpened for school, this was amazing. Every year I buy an electric sharpener that craps out half way through and then I use the small sharpener my kids keep in their backpacks. It sucks!! But a box of already sharpened pencils makes it so much easier!!

  
",5.0 out of 5 stars
"









  
  
    
  Very good for the money and my students love them. I feel like the erasers may come off a little easier but overall a good pencil.

  
",5.0 out of 5 stars
"









  
  
    
  Perfect for homeschooling these days. Glad to have this many sharpened pencils, ready to go.

  
",5.0 out of 5 stars
"









  
  
    
  Absolutely best purchase I’ve ever made. Enough pencils for both kids supply lists and homework, great quality, don’t break easily. Saved so much time and money.. thank you for an amazing product!

  
",5.0 out of 5 stars
"









  
  
    
  My daughter loses her pencils every few minutes. So it's so easy to go and grab one for her virtual school. These pencils are good quality and come pre-sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  these are awesome did I mention they come sharpened! I haven't used but I will update when I do

  
",5.0 out of 5 stars
"









  
  
    
  I ordered a box of sharpened pencils. I received a box of sharpened pencils. When you move them across a piece of paper they leave marks. I'm not sure what else to say. They are exactly what I thought they were.

  
",5.0 out of 5 stars
"









  
  
    
  The price is perfect my son ends up using so many pencils in school and they are good for what we need them for he should have pencils for the school year.

  
",5.0 out of 5 stars
"









  
  
    
  Bought to give to school for extras in a fundraiser for school supplies. You know they would be well used.

  
",5.0 out of 5 stars
"









  
  
    
  Looking for bulk pencils? This is it. Not costly and not expensive like the other T brand. Good overall pencil that you won’t get mad if it gets lost.

  
",5.0 out of 5 stars
"









  
  
    
  As a teacher, I like that they are pre-sharpened. But the graphic is broken in the wood and just comes out. You lose half the pencil sharpeningi it until you get to a solid piece.

  
",3.0 out of 5 stars
"









  
  
    
  I purchased this sets of pencils as I currently work when a school with many students. The overall quality and quantity of the pencils are great! In addition, the pricing was great. I highly recommend these pencils to anyone out there who are seeking to buy for big groups.

  
",5.0 out of 5 stars
